,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,hotel_user_Ratings,hotel_user_Ratings_text,hotel_room_type,hotel_room_Benefits,feature_data,Features,adult_capacity,children_capacity,Room Capacity,Balcony/terrace,Kitchenette,Free Wi-Fi,Executive lounge access,Hair dryer,Open air bath privileges,Towels,TV [in bathroom],Mirror,Additional bathroom,Whirlpool bathtub,Additional toilet,Bathroom phone,Scale,Cleaning products,Toiletries,Bathrobes,Free Wi-Fi in all rooms!,Internet access – LAN,In-room tablet,Wi-Fi [charges apply],Video game console,LAN Internet in room [free],On-demand movies,iPod docking station,TV,Telephone,Satellite/cable channels,LAN Internet in room [charges apply],Wi-Fi [free],Internet access – wireless,TV [flat screen],DVD/CD player,Umbrella,Daily newspaper,Electric blanket,Heating,Private entrance,Air conditioning,Air purifier,Humidifier,Linens,Wake-up service,Mosquito net,Fan,Alarm clock,Slippers,Blackout curtains,Soundproofing,Free instant coffee,Free welcome drink,Coffee/tea maker,Kitchenware,Full kitchen,Microwave,Dishwasher,Free bottled water,Refrigerator,Complimentary tea,Mini bar,kitchen,High chair,High floor,Interconnecting room(s) available,Seating area,Sofa,Laptop workspace,Separate living room,Fireplace,Carpeting,Wooden/parqueted flooring,Extra long bed,Separate dining area,Desk,Clothes dryer,Ironing facilities,Trouser press,Shoeshine kit,Sewing kit,Dressing room,Washing machine,Closet,Clothes rack,Locker,Carbon monoxide detector,Pets allowed in room,Smoke detector,In-room safe box,Laptop safe box,Fire extinguisher,First aid kit,hotel_price,benefit_free_wifi,benefit_free_breakfast,benefit_cancel_policy,benefit_free_cancellation,benefit_pay_nothing,benefit_low_price,benefit_pay_at_hotel,benefit_book_without_card,benefit_airport,benefit_express,view_City view,view_Country view,view_Courtyard view,view_Garden view,view_Lake view,view_Nature view,view_No Windows view,view_Park view,view_Pool view,view_River view,view_Street view,view_unknown,district_Bang Kapi,district_Bang Na,district_Bangkok Riverside,district_Chatuchak,district_China Town,district_Don Mueang International Airport,district_Khaosan,district_Pratunam,district_Ratchadaphisek,district_Sathorn,district_Siam,district_Silom,district_South Thonburi,district_Sukhumvit,district_Suvarnabhumi Airport,district_Thonburi,district_Wireless
509,10013,Dream Hotel Bangkok,"10 Sukhumvit Soi 15, Klong Toey Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Zerutti && 70 m ; Best Tailor && 210 m ; Narry Tailors && 230 m ; Ambassador & Smart Fashion && 230 m ; St. Marco Tailor && 230 m ; Atelier Azzurro && 240 m ; Ravi Sehgal Bespoke && 240 m ; Liu's Bootery && 240 m ; Jhasper Fashion Custom Tailors && 250 m ; Jesse and Son Custom Tailors && 250 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.17 km ; Jim Thompson && 2.95 km ; Yaowarat Road && 5.29 km ; Wat Saket && 5.8 km ; Khao San Road && 6.86 km ; Wat Pho Temple && 7.15 km ; Asiatique - The Riverfront && 7.23 km ; Wat Phra Kaew && 7.28 km ; Grand Palace && 7.33 km,8.4,Excellent,Gold Suite,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 king bed&&Room size: 51 m²/549 ft²&&City view&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Cleaning products&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Laptop workspace&&Seating area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Laptop safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1 king bed&&Room size: 51 m²/549 ft²&&City view&&Shower&&Free Wi-Fi&&,2.0,2.0,51.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3650,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
510,10013,Dream Hotel Bangkok,"10 Sukhumvit Soi 15, Klong Toey Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Zerutti && 70 m ; Best Tailor && 210 m ; Narry Tailors && 230 m ; Ambassador & Smart Fashion && 230 m ; St. Marco Tailor && 230 m ; Atelier Azzurro && 240 m ; Ravi Sehgal Bespoke && 240 m ; Liu's Bootery && 240 m ; Jhasper Fashion Custom Tailors && 250 m ; Jesse and Son Custom Tailors && 250 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.17 km ; Jim Thompson && 2.95 km ; Yaowarat Road && 5.29 km ; Wat Saket && 5.8 km ; Khao San Road && 6.86 km ; Wat Pho Temple && 7.15 km ; Asiatique - The Riverfront && 7.23 km ; Wat Phra Kaew && 7.28 km ; Grand Palace && 7.33 km,8.4,Excellent,Gold Suite,"Free breakfast for 2 ;Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Features': '1 king bed&&Room size: 51 m²/549 ft²&&City view&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Cleaning products&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&On-demand movies&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Laptop workspace&&Seating area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Laptop safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1 king bed&&Room size: 51 m²/549 ft²&&City view&&Shower&&Free Wi-Fi&&,2.0,2.0,51.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4064,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511,10013,Dream Hotel Bangkok,"10 Sukhumvit Soi 15, Klong Toey Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Zerutti && 70 m ; Best Tailor && 210 m ; Narry Tailors && 230 m ; Ambassador & Smart Fashion && 230 m ; St. Marco Tailor && 230 m ; Atelier Azzurro && 240 m ; Ravi Sehgal Bespoke && 240 m ; Liu's Bootery && 240 m ; Jhasper Fashion Custom Tailors && 250 m ; Jesse and Son Custom Tailors && 250 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.17 km ; Jim Thompson && 2.95 km ; Yaowarat Road && 5.29 km ; Wat Saket && 5.8 km ; Khao San Road && 6.86 km ; Wat Pho Temple && 7.15 km ; Asiatique - The Riverfront && 7.23 km ; Wat Phra Kaew && 7.28 km ; Grand Palace && 7.33 km,8.4,Excellent,Platinum Suite,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 king bed&&Room size: 65 m²/700 ft²&&City view&&Separate shower/bathtub&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Cleaning products&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Interconnecting room(s) available&&Laptop workspace&&Seating area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1 king bed&&Room size: 65 m²/700 ft²&&City view&&Separate shower/bathtub&&Free Wi-Fi&&,2.0,2.0,65.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4630,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,10013,Dream Hotel Bangkok,"10 Sukhumvit Soi 15, Klong Toey Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Zerutti && 70 m ; Best Tailor && 210 m ; Narry Tailors && 230 m ; Ambassador & Smart Fashion && 230 m ; St. Marco Tailor && 230 m ; Atelier Azzurro && 240 m ; Ravi Sehgal Bespoke && 240 m ; Liu's Bootery && 240 m ; Jhasper Fashion Custom Tailors && 250 m ; Jesse and Son Custom Tailors && 250 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.17 km ; Jim Thompson && 2.95 km ; Yaowarat Road && 5.29 km ; Wat Saket && 5.8 km ; Khao San Road && 6.86 km ; Wat Pho Temple && 7.15 km ; Asiatique - The Riverfront && 7.23 km ; Wat Phra Kaew && 7.28 km ; Grand Palace && 7.33 km,8.4,Excellent,Platinum Suite,"Free breakfast for 2 ;Pay nothing until March 13, 2019 ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Features': '1 king bed&&Room size: 65 m²/700 ft²&&City view&&Separate shower/bathtub&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Bathrobes&&Cleaning products&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Interconnecting room(s) available&&Laptop workspace&&Seating area&&Separate living room&&Sofa&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1 king bed&&Room size: 65 m²/700 ft²&&City view&&Separate shower/bathtub&&Free Wi-Fi&&,2.0,2.0,65.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5146,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
513,10013,Dream Hotel Bangkok,"10 Sukhumvit Soi 15, Klong Toey Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Zerutti && 70 m ; Best Tailor && 210 m ; Narry Tailors && 230 m ; Ambassador & Smart Fashion && 230 m ; St. Marco Tailor && 230 m ; Atelier Azzurro && 240 m ; Ravi Sehgal Bespoke && 240 m ; Liu's Bootery && 240 m ; Jhasper Fashion Custom Tailors && 250 m ; Jesse and Son Custom Tailors && 250 m,Terminal 21 Shopping Mall && 400 m ; Central World && 2.17 km ; Jim Thompson && 2.95 km ; Yaowarat Road && 5.29 km ; Wat Saket && 5.8 km ; Khao San Road && 6.86 km ; Wat Pho Temple && 7.15 km ; Asiatique - The Riverfront && 7.23 km ; Wat Phra Kaew && 7.28 km ; Grand Palace && 7.33 km,8.4,Excellent,Bronze Queen Room,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 queen bed&&Room size: 27 m²/291 ft²&&City view&&Shower&&Free Wi-Fi&&', 'Bed types': '1 queen bed&&', 'Bathroom and toiletries': 'Bathrobes&&Cleaning products&&Hair dryer&&Mirror&&Scale&&Toiletries&&Towels&&', 'Entertainment ': 'DVD/CD player&&Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Carpeting&&Desk&&Laptop workspace&&', 'Clothing and laundry': 'Closet&&Ironing facilities&&', 'Safety and security features': 'In-room safe box&&Smoke detector&&', 'Guest ratings': '&&&&'}",1 queen bed&&Room size: 27 m²/291 ft²&&City view&&Shower&&Free Wi-Fi&&,1.0,0.0,27.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
515,10016,Executive Club at Windsor,"10/2 Sukhumvit Soi 20, Klong toey, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Adorable Mine Shop && 50 m ; Samadha Thai Pants && 50 m ; Jass Fashions && 70 m ; Exchange Tower && 100 m ; De Fabiano Bespoke Tailors && 120 m ; Damanino Bespoke && 120 m ; Stylo's Collection && 160 m ; Dptailors && 170 m ; Siam Emporium && 210 m ; Terminal 21 Shopping Mall && 520 m,Terminal 21 Shopping Mall && 520 m ; Central World && 2.96 km ; Jim Thompson && 3.32 km ; Yaowarat Road && 5.9 km ; Wat Saket && 6.56 km ; Asiatique - The Riverfront && 7.36 km ; Khao San Road && 7.63 km ; Wat Pho Temple && 7.81 km ; Wat Phra Kaew && 7.97 km ; Grand Palace && 8.02 km,7.9,Very good,Executive Suite,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 double bed&&Room size: 45 m²/484 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Slippers&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Ironing facilities&&Trouser press&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1 double bed&&Room size: 45 m²/484 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&,2.0,2.0,45.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2541,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
516,10016,Executive Club at Windsor,"10/2 Sukhumvit Soi 20, Klong toey, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Adorable Mine Shop && 50 m ; Samadha Thai Pants && 50 m ; Jass Fashions && 70 m ; Exchange Tower && 100 m ; De Fabiano Bespoke Tailors && 120 m ; Damanino Bespoke && 120 m ; Stylo's Collection && 160 m ; Dptailors && 170 m ; Siam Emporium && 210 m ; Terminal 21 Shopping Mall && 520 m,Terminal 21 Shopping Mall && 520 m ; Central World && 2.96 km ; Jim Thompson && 3.32 km ; Yaowarat Road && 5.9 km ; Wat Saket && 6.56 km ; Asiatique - The Riverfront && 7.36 km ; Khao San Road && 7.63 km ; Wat Pho Temple && 7.81 km ; Wat Phra Kaew && 7.97 km ; Grand Palace && 8.02 km,7.9,Very good,Executive Suite,"Free breakfast for 2 ;Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Features': '1 double bed&&Room size: 45 m²/484 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Blackout curtains&&Slippers&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Ironing facilities&&Trouser press&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1 double bed&&Room size: 45 m²/484 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&,2.0,2.0,45.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3505,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,10016,Executive Club at Windsor,"10/2 Sukhumvit Soi 20, Klong toey, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Adorable Mine Shop && 50 m ; Samadha Thai Pants && 50 m ; Jass Fashions && 70 m ; Exchange Tower && 100 m ; De Fabiano Bespoke Tailors && 120 m ; Damanino Bespoke && 120 m ; Stylo's Collection && 160 m ; Dptailors && 170 m ; Siam Emporium && 210 m ; Terminal 21 Shopping Mall && 520 m,Terminal 21 Shopping Mall && 520 m ; Central World && 2.96 km ; Jim Thompson && 3.32 km ; Yaowarat Road && 5.9 km ; Wat Saket && 6.56 km ; Asiatique - The Riverfront && 7.36 km ; Khao San Road && 7.63 km ; Wat Pho Temple && 7.81 km ; Wat Phra Kaew && 7.97 km ; Grand Palace && 8.02 km,7.9,Very good,Pano Corner Suite,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 double bed&&Room size: 50 m²/538 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Ironing facilities&&Trouser press&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1 double bed&&Room size: 50 m²/538 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&,2.0,2.0,50.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2778,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
518,10016,Executive Club at Windsor,"10/2 Sukhumvit Soi 20, Klong toey, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Adorable Mine Shop && 50 m ; Samadha Thai Pants && 50 m ; Jass Fashions && 70 m ; Exchange Tower && 100 m ; De Fabiano Bespoke Tailors && 120 m ; Damanino Bespoke && 120 m ; Stylo's Collection && 160 m ; Dptailors && 170 m ; Siam Emporium && 210 m ; Terminal 21 Shopping Mall && 520 m,Terminal 21 Shopping Mall && 520 m ; Central World && 2.96 km ; Jim Thompson && 3.32 km ; Yaowarat Road && 5.9 km ; Wat Saket && 6.56 km ; Asiatique - The Riverfront && 7.36 km ; Khao San Road && 7.63 km ; Wat Pho Temple && 7.81 km ; Wat Phra Kaew && 7.97 km ; Grand Palace && 8.02 km,7.9,Very good,Pano Corner Suite,"Free breakfast for 2 ;Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 15, 2019 ;","{'Features': '1 double bed&&Room size: 50 m²/538 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Ironing facilities&&Trouser press&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1 double bed&&Room size: 50 m²/538 ft²&&City view&&Non-smoking&&Shower and bathtub&&Executive lounge access&&Free Wi-Fi&&,2.0,2.0,50.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3823,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
519,10016,Executive Club at Windsor,"10/2 Sukhumvit Soi 20, Klong toey, Sukhumvit, Bangkok, Thailand, 10110",5.0,8.4,Adorable Mine Shop && 50 m ; Samadha Thai Pants && 50 m ; Jass Fashions && 70 m ; Exchange Tower && 100 m ; De Fabiano Bespoke Tailors && 120 m ; Damanino Bespoke && 120 m ; Stylo's Collection && 160 m ; Dptailors && 170 m ; Siam Emporium && 210 m ; Terminal 21 Shopping Mall && 520 m,Terminal 21 Shopping Mall && 520 m ; Central World && 2.96 km ; Jim Thompson && 3.32 km ; Yaowarat Road && 5.9 km ; Wat Saket && 6.56 km ; Asiatique - The Riverfront && 7.36 km ; Khao San Road && 7.63 km ; Wat Pho Temple && 7.81 km ; Wat Phra Kaew && 7.97 km ; Grand Palace && 8.02 km,7.9,Very good,Neo Suite,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': 'Room size: 45 m²/484 ft²&&City view&&Non-smoking&&Shower and bathtub&&Private pool&&Executive lounge access&&Free Wi-Fi&&', 'Bed types': '2 single beds||1 double bed||', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Alarm clock&&Slippers&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Ironing facilities&&Trouser press&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",Room size: 45 m²/484 ft²&&City view&&Non-smoking&&Shower and bathtub&&Private pool&&Executive lounge access&&Free Wi-Fi&&,2.0,2.0,45.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3016,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
